"";"mun";"year";"age_group";"pop";"FXET"
"6716";"171510";2019;"From 0 to 4 years";359;"01"
"6717";"171510";2019;"From 10 to 14 years";363;"03"
"6718";"171510";2019;"From 15 to 19 years";353;"04"
"6719";"171510";2019;"From 20 to 24 years";360;"05"
"6720";"171510";2019;"From 25 to 29 years";371;"06"
"6721";"171510";2019;"From 30 to 34 years";300;"07"
"6722";"171510";2019;"From 35 to 39 years";308;"08"
"6723";"171510";2019;"From 40 to 44 years";260;"09"
"6724";"171510";2019;"From 45 to 49 years";224;"10"
"6725";"171510";2019;"From 5 to 9 years";369;"02"
"6726";"171510";2019;"From 50 to 54 years";233;"11"
"6727";"171510";2019;"From 55 to 59 years";230;"12"
"6728";"171510";2019;"From 60 to 64 years";181;"13"
"6729";"171510";2019;"From 65 to 69 years";149;"14"
"6730";"171510";2019;"From 70 to 74 years";114;"15"
"6731";"171510";2019;"From 75 to 79 years";85;"16"
"6732";"171510";2019;"From 80 years or more";83;"17"
"6733";"171515";2019;"From 0 to 4 years";162;"01"
"6734";"171515";2019;"From 10 to 14 years";170;"03"
"6735";"171515";2019;"From 15 to 19 years";162;"04"
"6736";"171515";2019;"From 20 to 24 years";186;"05"
"6737";"171515";2019;"From 25 to 29 years";182;"06"
"6738";"171515";2019;"From 30 to 34 years";173;"07"
"6739";"171515";2019;"From 35 to 39 years";201;"08"
"6740";"171515";2019;"From 40 to 44 years";191;"09"
"6741";"171515";2019;"From 45 to 49 years";164;"10"
"6742";"171515";2019;"From 5 to 9 years";165;"02"
"6743";"171515";2019;"From 50 to 54 years";138;"11"
"6744";"171515";2019;"From 55 to 59 years";125;"12"
"6745";"171515";2019;"From 60 to 64 years";94;"13"
"6746";"171515";2019;"From 65 to 69 years";75;"14"
"6747";"171515";2019;"From 70 to 74 years";58;"15"
"6748";"171515";2019;"From 75 to 79 years";45;"16"
"6749";"171515";2019;"From 80 years or more";41;"17"
"6750";"171525";2019;"From 0 to 4 years";278;"01"
"6751";"171525";2019;"From 10 to 14 years";240;"03"
"6752";"171525";2019;"From 15 to 19 years";255;"04"
"6753";"171525";2019;"From 20 to 24 years";246;"05"
"6754";"171525";2019;"From 25 to 29 years";222;"06"
"6755";"171525";2019;"From 30 to 34 years";189;"07"
"6756";"171525";2019;"From 35 to 39 years";190;"08"
"6757";"171525";2019;"From 40 to 44 years";187;"09"
"6758";"171525";2019;"From 45 to 49 years";153;"10"
"6759";"171525";2019;"From 5 to 9 years";252;"02"
"6760";"171525";2019;"From 50 to 54 years";125;"11"
"6761";"171525";2019;"From 55 to 59 years";117;"12"
"6762";"171525";2019;"From 60 to 64 years";82;"13"
"6763";"171525";2019;"From 65 to 69 years";61;"14"
"6764";"171525";2019;"From 70 to 74 years";57;"15"
"6765";"171525";2019;"From 75 to 79 years";31;"16"
"6766";"171525";2019;"From 80 years or more";37;"17"
"6767";"171550";2019;"From 0 to 4 years";98;"01"
"6768";"171550";2019;"From 10 to 14 years";86;"03"
"6769";"171550";2019;"From 15 to 19 years";91;"04"
"6770";"171550";2019;"From 20 to 24 years";105;"05"
"6771";"171550";2019;"From 25 to 29 years";79;"06"
"6772";"171550";2019;"From 30 to 34 years";76;"07"
"6773";"171550";2019;"From 35 to 39 years";79;"08"
"6774";"171550";2019;"From 40 to 44 years";80;"09"
"6775";"171550";2019;"From 45 to 49 years";64;"10"
"6776";"171550";2019;"From 5 to 9 years";92;"02"
"6777";"171550";2019;"From 50 to 54 years";56;"11"
"6778";"171550";2019;"From 55 to 59 years";42;"12"
"6779";"171550";2019;"From 60 to 64 years";46;"13"
"6780";"171550";2019;"From 65 to 69 years";43;"14"
"6781";"171550";2019;"From 70 to 74 years";31;"15"
"6782";"171550";2019;"From 75 to 79 years";21;"16"
"6783";"171550";2019;"From 80 years or more";23;"17"
"6784";"171570";2019;"From 0 to 4 years";584;"01"
"6785";"171570";2019;"From 10 to 14 years";486;"03"
"6786";"171570";2019;"From 15 to 19 years";484;"04"
"6787";"171570";2019;"From 20 to 24 years";563;"05"
"6788";"171570";2019;"From 25 to 29 years";498;"06"
"6789";"171570";2019;"From 30 to 34 years";400;"07"
"6790";"171570";2019;"From 35 to 39 years";454;"08"
"6791";"171570";2019;"From 40 to 44 years";427;"09"
"6792";"171570";2019;"From 45 to 49 years";379;"10"
"6793";"171570";2019;"From 5 to 9 years";560;"02"
"6794";"171570";2019;"From 50 to 54 years";320;"11"
"6795";"171570";2019;"From 55 to 59 years";262;"12"
"6796";"171570";2019;"From 60 to 64 years";210;"13"
"6797";"171570";2019;"From 65 to 69 years";154;"14"
"6798";"171570";2019;"From 70 to 74 years";107;"15"
"6799";"171570";2019;"From 75 to 79 years";71;"16"
"6800";"171570";2019;"From 80 years or more";67;"17"
"6801";"171575";2019;"From 0 to 4 years";507;"01"
"6802";"171575";2019;"From 10 to 14 years";574;"03"
"6803";"171575";2019;"From 15 to 19 years";599;"04"
"6804";"171575";2019;"From 20 to 24 years";620;"05"
"6805";"171575";2019;"From 25 to 29 years";583;"06"
"6806";"171575";2019;"From 30 to 34 years";588;"07"
"6807";"171575";2019;"From 35 to 39 years";632;"08"
"6808";"171575";2019;"From 40 to 44 years";581;"09"
"6809";"171575";2019;"From 45 to 49 years";517;"10"
"6810";"171575";2019;"From 5 to 9 years";537;"02"
"6811";"171575";2019;"From 50 to 54 years";499;"11"
"6812";"171575";2019;"From 55 to 59 years";409;"12"
"6813";"171575";2019;"From 60 to 64 years";309;"13"
"6814";"171575";2019;"From 65 to 69 years";257;"14"
"6815";"171575";2019;"From 70 to 74 years";180;"15"
"6816";"171575";2019;"From 75 to 79 years";127;"16"
"6817";"171575";2019;"From 80 years or more";140;"17"
"6818";"171610";2019;"From 0 to 4 years";3543;"01"
"6819";"171610";2019;"From 10 to 14 years";4253;"03"
"6820";"171610";2019;"From 15 to 19 years";4357;"04"
"6821";"171610";2019;"From 20 to 24 years";4472;"05"
"6822";"171610";2019;"From 25 to 29 years";4481;"06"
"6823";"171610";2019;"From 30 to 34 years";4446;"07"
"6824";"171610";2019;"From 35 to 39 years";4356;"08"
"6825";"171610";2019;"From 40 to 44 years";3778;"09"
"6826";"171610";2019;"From 45 to 49 years";3229;"10"
"6827";"171610";2019;"From 5 to 9 years";3764;"02"
"6828";"171610";2019;"From 50 to 54 years";2842;"11"
"6829";"171610";2019;"From 55 to 59 years";2312;"12"
"6830";"171610";2019;"From 60 to 64 years";1774;"13"
"6831";"171610";2019;"From 65 to 69 years";1280;"14"
"6832";"171610";2019;"From 70 to 74 years";991;"15"
"6833";"171610";2019;"From 75 to 79 years";634;"16"
"6834";"171610";2019;"From 80 years or more";740;"17"
"6835";"171620";2019;"From 0 to 4 years";962;"01"
"6836";"171620";2019;"From 10 to 14 years";838;"03"
"6837";"171620";2019;"From 15 to 19 years";809;"04"
"6838";"171620";2019;"From 20 to 24 years";918;"05"
"6839";"171620";2019;"From 25 to 29 years";907;"06"
"6840";"171620";2019;"From 30 to 34 years";794;"07"
"6841";"171620";2019;"From 35 to 39 years";765;"08"
"6842";"171620";2019;"From 40 to 44 years";686;"09"
"6843";"171620";2019;"From 45 to 49 years";577;"10"
"6844";"171620";2019;"From 5 to 9 years";912;"02"
"6845";"171620";2019;"From 50 to 54 years";550;"11"
"6846";"171620";2019;"From 55 to 59 years";460;"12"
"6847";"171620";2019;"From 60 to 64 years";375;"13"
"6848";"171620";2019;"From 65 to 69 years";311;"14"
"6849";"171620";2019;"From 70 to 74 years";229;"15"
"6850";"171620";2019;"From 75 to 79 years";162;"16"
"6851";"171620";2019;"From 80 years or more";194;"17"
"6852";"171630";2019;"From 0 to 4 years";379;"01"
"6853";"171630";2019;"From 10 to 14 years";384;"03"
"6854";"171630";2019;"From 15 to 19 years";373;"04"
"6855";"171630";2019;"From 20 to 24 years";431;"05"
"6856";"171630";2019;"From 25 to 29 years";425;"06"
"6857";"171630";2019;"From 30 to 34 years";377;"07"
"6858";"171630";2019;"From 35 to 39 years";350;"08"
"6859";"171630";2019;"From 40 to 44 years";323;"09"
"6860";"171630";2019;"From 45 to 49 years";315;"10"
"6861";"171630";2019;"From 5 to 9 years";386;"02"
"6862";"171630";2019;"From 50 to 54 years";280;"11"
"6863";"171630";2019;"From 55 to 59 years";236;"12"
"6864";"171630";2019;"From 60 to 64 years";197;"13"
"6865";"171630";2019;"From 65 to 69 years";149;"14"
"6866";"171630";2019;"From 70 to 74 years";102;"15"
"6867";"171630";2019;"From 75 to 79 years";72;"16"
"6868";"171630";2019;"From 80 years or more";70;"17"
"6869";"171650";2019;"From 0 to 4 years";1077;"01"
"6870";"171650";2019;"From 10 to 14 years";1089;"03"
"6871";"171650";2019;"From 15 to 19 years";1136;"04"
"6872";"171650";2019;"From 20 to 24 years";1328;"05"
"6873";"171650";2019;"From 25 to 29 years";1271;"06"
"6874";"171650";2019;"From 30 to 34 years";1259;"07"
"6875";"171650";2019;"From 35 to 39 years";1199;"08"
"6876";"171650";2019;"From 40 to 44 years";1074;"09"
"6877";"171650";2019;"From 45 to 49 years";795;"10"
"6878";"171650";2019;"From 5 to 9 years";1061;"02"
"6879";"171650";2019;"From 50 to 54 years";592;"11"
"6880";"171650";2019;"From 55 to 59 years";490;"12"
"6881";"171650";2019;"From 60 to 64 years";382;"13"
"6882";"171650";2019;"From 65 to 69 years";276;"14"
"6883";"171650";2019;"From 70 to 74 years";212;"15"
"6884";"171650";2019;"From 75 to 79 years";139;"16"
"6885";"171650";2019;"From 80 years or more";198;"17"
"6886";"171660";2019;"From 0 to 4 years";913;"01"
"6887";"171660";2019;"From 10 to 14 years";836;"03"
"6888";"171660";2019;"From 15 to 19 years";852;"04"
"6889";"171660";2019;"From 20 to 24 years";1035;"05"
"6890";"171660";2019;"From 25 to 29 years";963;"06"
"6891";"171660";2019;"From 30 to 34 years";835;"07"
"6892";"171660";2019;"From 35 to 39 years";917;"08"
"6893";"171660";2019;"From 40 to 44 years";937;"09"
"6894";"171660";2019;"From 45 to 49 years";815;"10"
"6895";"171660";2019;"From 5 to 9 years";880;"02"
"6896";"171660";2019;"From 50 to 54 years";701;"11"
"6897";"171660";2019;"From 55 to 59 years";596;"12"
"6898";"171660";2019;"From 60 to 64 years";485;"13"
"6899";"171660";2019;"From 65 to 69 years";362;"14"
"6900";"171660";2019;"From 70 to 74 years";270;"15"
"6901";"171660";2019;"From 75 to 79 years";174;"16"
"6902";"171660";2019;"From 80 years or more";178;"17"
"6903";"171665";2019;"From 0 to 4 years";407;"01"
"6904";"171665";2019;"From 10 to 14 years";408;"03"
"6905";"171665";2019;"From 15 to 19 years";463;"04"
"6906";"171665";2019;"From 20 to 24 years";479;"05"
"6907";"171665";2019;"From 25 to 29 years";428;"06"
"6908";"171665";2019;"From 30 to 34 years";373;"07"
"6909";"171665";2019;"From 35 to 39 years";387;"08"
"6910";"171665";2019;"From 40 to 44 years";424;"09"
"6911";"171665";2019;"From 45 to 49 years";371;"10"
"6912";"171665";2019;"From 5 to 9 years";397;"02"
"6913";"171665";2019;"From 50 to 54 years";359;"11"
"6914";"171665";2019;"From 55 to 59 years";286;"12"
"6915";"171665";2019;"From 60 to 64 years";204;"13"
"6916";"171665";2019;"From 65 to 69 years";170;"14"
"6917";"171665";2019;"From 70 to 74 years";124;"15"
"6918";"171665";2019;"From 75 to 79 years";100;"16"
"6919";"171665";2019;"From 80 years or more";97;"17"
"6920";"171670";2019;"From 0 to 4 years";566;"01"
"6921";"171670";2019;"From 10 to 14 years";565;"03"
"6922";"171670";2019;"From 15 to 19 years";598;"04"
"6923";"171670";2019;"From 20 to 24 years";709;"05"
"6924";"171670";2019;"From 25 to 29 years";660;"06"
"6925";"171670";2019;"From 30 to 34 years";603;"07"
"6926";"171670";2019;"From 35 to 39 years";621;"08"
"6927";"171670";2019;"From 40 to 44 years";646;"09"
"6928";"171670";2019;"From 45 to 49 years";551;"10"
"6929";"171670";2019;"From 5 to 9 years";560;"02"
"6930";"171670";2019;"From 50 to 54 years";542;"11"
"6931";"171670";2019;"From 55 to 59 years";415;"12"
"6932";"171670";2019;"From 60 to 64 years";358;"13"
"6933";"171670";2019;"From 65 to 69 years";288;"14"
"6934";"171670";2019;"From 70 to 74 years";213;"15"
"6935";"171670";2019;"From 75 to 79 years";148;"16"
"6936";"171670";2019;"From 80 years or more";162;"17"
"6937";"171700";2019;"From 0 to 4 years";379;"01"
"6938";"171700";2019;"From 10 to 14 years";390;"03"
"6939";"171700";2019;"From 15 to 19 years";344;"04"
"6940";"171700";2019;"From 20 to 24 years";321;"05"
"6941";"171700";2019;"From 25 to 29 years";334;"06"
"6942";"171700";2019;"From 30 to 34 years";304;"07"
"6943";"171700";2019;"From 35 to 39 years";331;"08"
"6944";"171700";2019;"From 40 to 44 years";297;"09"
"6945";"171700";2019;"From 45 to 49 years";282;"10"
"6946";"171700";2019;"From 5 to 9 years";394;"02"
"6947";"171700";2019;"From 50 to 54 years";268;"11"
"6948";"171700";2019;"From 55 to 59 years";227;"12"
"6949";"171700";2019;"From 60 to 64 years";174;"13"
"6950";"171700";2019;"From 65 to 69 years";153;"14"
"6951";"171700";2019;"From 70 to 74 years";106;"15"
"6952";"171700";2019;"From 75 to 79 years";75;"16"
"6953";"171700";2019;"From 80 years or more";68;"17"
"6954";"171720";2019;"From 0 to 4 years";215;"01"
"6955";"171720";2019;"From 10 to 14 years";200;"03"
"6956";"171720";2019;"From 15 to 19 years";222;"04"
"6957";"171720";2019;"From 20 to 24 years";221;"05"
"6958";"171720";2019;"From 25 to 29 years";231;"06"
"6959";"171720";2019;"From 30 to 34 years";203;"07"
"6960";"171720";2019;"From 35 to 39 years";230;"08"
"6961";"171720";2019;"From 40 to 44 years";240;"09"
"6962";"171720";2019;"From 45 to 49 years";206;"10"
"6963";"171720";2019;"From 5 to 9 years";205;"02"
"6964";"171720";2019;"From 50 to 54 years";208;"11"
"6965";"171720";2019;"From 55 to 59 years";180;"12"
"6966";"171720";2019;"From 60 to 64 years";139;"13"
"6967";"171720";2019;"From 65 to 69 years";127;"14"
"6968";"171720";2019;"From 70 to 74 years";100;"15"
"6969";"171720";2019;"From 75 to 79 years";61;"16"
"6970";"171720";2019;"From 80 years or more";40;"17"
"6971";"171750";2019;"From 0 to 4 years";607;"01"
"6972";"171750";2019;"From 10 to 14 years";607;"03"
"6973";"171750";2019;"From 15 to 19 years";597;"04"
"6974";"171750";2019;"From 20 to 24 years";640;"05"
"6975";"171750";2019;"From 25 to 29 years";609;"06"
"6976";"171750";2019;"From 30 to 34 years";527;"07"
"6977";"171750";2019;"From 35 to 39 years";552;"08"
"6978";"171750";2019;"From 40 to 44 years";524;"09"
"6979";"171750";2019;"From 45 to 49 years";479;"10"
"6980";"171750";2019;"From 5 to 9 years";599;"02"
"6981";"171750";2019;"From 50 to 54 years";436;"11"
"6982";"171750";2019;"From 55 to 59 years";429;"12"
"6983";"171750";2019;"From 60 to 64 years";311;"13"
"6984";"171750";2019;"From 65 to 69 years";264;"14"
"6985";"171750";2019;"From 70 to 74 years";178;"15"
"6986";"171750";2019;"From 75 to 79 years";138;"16"
"6987";"171750";2019;"From 80 years or more";157;"17"
"6988";"171780";2019;"From 0 to 4 years";378;"01"
"6989";"171780";2019;"From 10 to 14 years";344;"03"
"6990";"171780";2019;"From 15 to 19 years";310;"04"
"6991";"171780";2019;"From 20 to 24 years";386;"05"
"6992";"171780";2019;"From 25 to 29 years";352;"06"
"6993";"171780";2019;"From 30 to 34 years";316;"07"
"6994";"171780";2019;"From 35 to 39 years";317;"08"
"6995";"171780";2019;"From 40 to 44 years";307;"09"
"6996";"171780";2019;"From 45 to 49 years";283;"10"
"6997";"171780";2019;"From 5 to 9 years";385;"02"
"6998";"171780";2019;"From 50 to 54 years";262;"11"
"6999";"171780";2019;"From 55 to 59 years";247;"12"
"7000";"171780";2019;"From 60 to 64 years";209;"13"
"7001";"171780";2019;"From 65 to 69 years";164;"14"
"7002";"171780";2019;"From 70 to 74 years";128;"15"
"7003";"171780";2019;"From 75 to 79 years";95;"16"
"7004";"171780";2019;"From 80 years or more";113;"17"
"7005";"171790";2019;"From 0 to 4 years";735;"01"
"7006";"171790";2019;"From 10 to 14 years";669;"03"
"7007";"171790";2019;"From 15 to 19 years";634;"04"
"7008";"171790";2019;"From 20 to 24 years";678;"05"
"7009";"171790";2019;"From 25 to 29 years";688;"06"
"7010";"171790";2019;"From 30 to 34 years";602;"07"
"7011";"171790";2019;"From 35 to 39 years";606;"08"
"7012";"171790";2019;"From 40 to 44 years";529;"09"
"7013";"171790";2019;"From 45 to 49 years";465;"10"
"7014";"171790";2019;"From 5 to 9 years";706;"02"
"7015";"171790";2019;"From 50 to 54 years";472;"11"
"7016";"171790";2019;"From 55 to 59 years";357;"12"
"7017";"171790";2019;"From 60 to 64 years";283;"13"
"7018";"171790";2019;"From 65 to 69 years";205;"14"
"7019";"171790";2019;"From 70 to 74 years";157;"15"
"7020";"171790";2019;"From 75 to 79 years";122;"16"
"7021";"171790";2019;"From 80 years or more";131;"17"
"7022";"171800";2019;"From 0 to 4 years";280;"01"
"7023";"171800";2019;"From 10 to 14 years";235;"03"
"7024";"171800";2019;"From 15 to 19 years";237;"04"
"7025";"171800";2019;"From 20 to 24 years";313;"05"
"7026";"171800";2019;"From 25 to 29 years";298;"06"
"7027";"171800";2019;"From 30 to 34 years";222;"07"
"7028";"171800";2019;"From 35 to 39 years";212;"08"
"7029";"171800";2019;"From 40 to 44 years";200;"09"
"7030";"171800";2019;"From 45 to 49 years";175;"10"
"7031";"171800";2019;"From 5 to 9 years";263;"02"
"7032";"171800";2019;"From 50 to 54 years";154;"11"
"7033";"171800";2019;"From 55 to 59 years";142;"12"
"7034";"171800";2019;"From 60 to 64 years";129;"13"
"7035";"171800";2019;"From 65 to 69 years";91;"14"
"7036";"171800";2019;"From 70 to 74 years";70;"15"
"7037";"171800";2019;"From 75 to 79 years";65;"16"
"7038";"171800";2019;"From 80 years or more";53;"17"
"7039";"171820";2019;"From 0 to 4 years";4062;"01"
"7040";"171820";2019;"From 10 to 14 years";4472;"03"
"7041";"171820";2019;"From 15 to 19 years";4578;"04"
"7042";"171820";2019;"From 20 to 24 years";4733;"05"
"7043";"171820";2019;"From 25 to 29 years";4582;"06"
"7044";"171820";2019;"From 30 to 34 years";4476;"07"
"7045";"171820";2019;"From 35 to 39 years";4234;"08"
"7046";"171820";2019;"From 40 to 44 years";3772;"09"
"7047";"171820";2019;"From 45 to 49 years";3177;"10"
"7048";"171820";2019;"From 5 to 9 years";4144;"02"
"7049";"171820";2019;"From 50 to 54 years";2743;"11"
"7050";"171820";2019;"From 55 to 59 years";2174;"12"
"7051";"171820";2019;"From 60 to 64 years";1777;"13"
"7052";"171820";2019;"From 65 to 69 years";1418;"14"
"7053";"171820";2019;"From 70 to 74 years";1022;"15"
"7054";"171820";2019;"From 75 to 79 years";738;"16"
"7055";"171820";2019;"From 80 years or more";908;"17"
"7056";"171830";2019;"From 0 to 4 years";901;"01"
"7057";"171830";2019;"From 10 to 14 years";788;"03"
"7058";"171830";2019;"From 15 to 19 years";815;"04"
"7059";"171830";2019;"From 20 to 24 years";823;"05"
"7060";"171830";2019;"From 25 to 29 years";711;"06"
"7061";"171830";2019;"From 30 to 34 years";644;"07"
"7062";"171830";2019;"From 35 to 39 years";587;"08"
"7063";"171830";2019;"From 40 to 44 years";519;"09"
"7064";"171830";2019;"From 45 to 49 years";384;"10"
"7065";"171830";2019;"From 5 to 9 years";839;"02"
"7066";"171830";2019;"From 50 to 54 years";328;"11"
"7067";"171830";2019;"From 55 to 59 years";269;"12"
"7068";"171830";2019;"From 60 to 64 years";244;"13"
